target,spectator,regime,distance,channel,per_channel_severity,channel_overlap,total_severity,spike_probability
kv_lookup,cache_thrash,structured,same_core,MEM_BW,0.01006406158356565,0.045,1.808825863238075,0.6
kv_lookup,cache_thrash,structured,same_core,TLB,0.028649060810879853,0.06999999999999999,1.808825863238075,0.6
kv_lookup,cache_thrash,structured,same_core,PREFETCH,0.01980230196615047,0.04000000000000001,1.808825863238075,0.6
kv_lookup,cache_thrash,structured,same_core,NUMA,0.00022516342600545662,0.005000000000000001,1.808825863238075,0.6
kv_lookup,cache_thrash,structured,same_core,THERMAL,0.0,0.005000000000000001,1.808825863238075,0.6
kv_lookup,cache_thrash,structured,same_core,OS_FAULTS,0.0,0.0025000000000000005,1.808825863238075,0.6
kv_lookup,cache_thrash,structured,same_numa,LLC,0.7271627187958792,0.76,0.8337818950084159,0.5408473352065256
kv_lookup,cache_thrash,structured,same_numa,MEM_BW,0.005299260628771866,0.045,0.8337818950084159,0.5408473352065256
kv_lookup,cache_thrash,structured,same_numa,TLB,0.01653279893447456,0.06999999999999999,0.8337818950084159,0.5408473352065256
kv_lookup,cache_thrash,structured,same_numa,PREFETCH,0.009087965536438838,0.04000000000000001,0.8337818950084159,0.5408473352065256
kv_lookup,cache_thrash,structured,same_numa,NUMA,9.428765612991541e-05,0.005000000000000001,0.8337818950084159,0.5408473352065256
kv_lookup,cache_thrash,structured,same_numa,THERMAL,0.0,0.005000000000000001,0.8337818950084159,0.5408473352065256
kv_lookup,cache_thrash,structured,same_numa,OS_FAULTS,0.0,0.0025000000000000005,0.8337818950084159,0.5408473352065256
kv_lookup,cache_thrash,structured,cross_socket,LLC,0.20882265472399952,0.76,0.29253432844220373,0.2704236676032628
kv_lookup,cache_thrash,structured,cross_socket,MEM_BW,0.0020080442813214566,0.045,0.29253432844220373,0.2704236676032628
kv_lookup,cache_thrash,structured,cross_socket,TLB,0.007196318712634196,0.06999999999999999,0.29253432844220373,0.2704236676032628
kv_lookup,cache_thrash,structured,cross_socket,PREFETCH,0.0027971494997144526,0.04000000000000001,0.29253432844220373,0.2704236676032628
kv_lookup,cache_thrash,structured,cross_socket,NUMA,2.5263751921197698e-05,0.005000000000000001,0.29253432844220373,0.2704236676032628
kv_lookup,cache_thrash,structured,cross_socket,THERMAL,0.0,0.005000000000000001,0.29253432844220373,0.2704236676032628
kv_lookup,cache_thrash,structured,cross_socket,OS_FAULTS,0.0,0.0025000000000000005,0.29253432844220373,0.2704236676032628
kv_lookup,cache_thrash,adversarial,same_core,LLC,3.3174746139470535,0.76,3.586597663432043,0.6
kv_lookup,cache_thrash,adversarial,same_core,MEM_BW,0.0201281231671313,0.045,3.586597663432043,0.6
kv_lookup,cache_thrash,adversarial,same_core,TLB,0.05729812162175971,0.06999999999999999,3.586597663432043,0.6
kv_lookup,cache_thrash,adversarial,same_core,PREFETCH,0.03960460393230094,0.04000000000000001,3.586597663432043,0.6
kv_lookup,cache_thrash,adversarial,same_core,NUMA,0.00045032685201091324,0.005000000000000001,3.586597663432043,0.6
kv_lookup,cache_thrash,adversarial,same_core,THERMAL,0.0,0.005000000000000001,3.586597663432043,0.6
kv_lookup,cache_thrash,adversarial,same_core,OS_FAULTS,0.0,0.0025000000000000005,3.586597663432043,0.6
kv_lookup,cache_thrash,adversarial,same_numa,LLC,1.4543254375917585,0.76,1.6050235169302747,0.6
kv_lookup,cache_thrash,adversarial,same_numa,MEM_BW,0.010598521257543733,0.045,1.6050235169302747,0.6
kv_lookup,cache_thrash,adversarial,same_numa,TLB,0.03306559786894912,0.06999999999999999,1.6050235169302747,0.6
kv_lookup,cache_thrash,adversarial,same_numa,PREFETCH,0.018175931072877675,0.04000000000000001,1.6050235169302747,0.6
kv_lookup,cache_thrash,adversarial,same_numa,NUMA,0.00018857531225983083,0.005000000000000001,1.6050235169302747,0.6
kv_lookup,cache_thrash,adversarial,same_numa,THERMAL,0.0,0.005000000000000001,1.6050235169302747,0.6
kv_lookup,cache_thrash,adversarial,same_numa,OS_FAULTS,0.0,0.0025000000000000005,1.6050235169302747,0.6
kv_lookup,cache_thrash,adversarial,cross_socket,LLC,0.41764530944799905,0.76,0.5146884518296332,0.6
kv_lookup,cache_thrash,adversarial,cross_socket,MEM_BW,0.004016088562642913,0.045,0.5146884518296332,0.6
kv_lookup,cache_thrash,adversarial,cross_socket,TLB,0.014392637425268391,0.06999999999999999,0.5146884518296332,0.6
kv_lookup,cache_thrash,adversarial,cross_socket,PREFETCH,0.005594298999428905,0.04000000000000001,0.5146884518296332,0.6
kv_lookup,cache_thrash,adversarial,cross_socket,NUMA,5.0527503842395396e-05,0.005000000000000001,0.5146884518296332,0.6
kv_lookup,cache_thrash,adversarial,cross_socket,THERMAL,0.0,0.005000000000000001,0.5146884518296332,0.6
kv_lookup,cache_thrash,adversarial,cross_socket,OS_FAULTS,0.0,0.0025000000000000005,0.5146884518296332,0.6
kv_lookup,membw_saturator,structured,same_core,LLC,0.3320649040984096,0.24,0.6327006996961726,0.6
kv_lookup,membw_saturator,structured,same_core,MEM_BW,0.1497701736935584,0.1425,0.6327006996961726,0.6
kv_lookup,membw_saturator,structured,same_core,TLB,0.018157882524948175,0.0525,0.6327006996961726,0.6
kv_lookup,membw_saturator,structured,same_core,PREFETCH,0.04997552046769072,0.08000000000000002,0.6327006996961726,0.6
kv_lookup,membw_saturator,structured,same_core,NUMA,0.009749961864148126,0.03,0.6327006996961726,0.6
kv_lookup,membw_saturator,structured,same_core,THERMAL,0.0,0.0075,0.6327006996961726,0.6
kv_lookup,membw_saturator,structured,same_core,OS_FAULTS,0.0,0.0025000000000000005,0.6327006996961726,0.6
kv_lookup,membw_saturator,structured,same_numa,LLC,0.1455717053361881,0.24,0.3073072057070879,0.6
kv_lookup,membw_saturator,structured,same_numa,MEM_BW,0.0788619165560992,0.1425,0.3073072057070879,0.6
kv_lookup,membw_saturator,structured,same_numa,TLB,0.010478550164086787,0.0525,0.3073072057070879,0.6
kv_lookup,membw_saturator,structured,same_numa,PREFETCH,0.022935505601940777,0.08000000000000002,0.3073072057070879,0.6
kv_lookup,membw_saturator,structured,same_numa,NUMA,0.004082816946941947,0.03,0.3073072057070879,0.6
kv_lookup,membw_saturator,structured,same_numa,THERMAL,0.0,0.0075,0.3073072057070879,0.6
kv_lookup,membw_saturator,structured,same_numa,OS_FAULTS,0.0,0.0025000000000000005,0.3073072057070879,0.6
kv_lookup,membw_saturator,structured,cross_socket,LLC,0.041804494613448095,0.24,0.12253954867291345,0.4247415213986031
kv_lookup,membw_saturator,structured,cross_socket,MEM_BW,0.029883078347710052,0.1425,0.12253954867291345,0.4247415213986031
kv_lookup,membw_saturator,structured,cross_socket,TLB,0.0045610538739362235,0.0525,0.12253954867291345,0.4247415213986031
kv_lookup,membw_saturator,structured,cross_socket,PREFETCH,0.007059229897267607,0.08000000000000002,0.12253954867291345,0.4247415213986031
kv_lookup,membw_saturator,structured,cross_socket,NUMA,0.0010939637140314573,0.03,0.12253954867291345,0.4247415213986031
kv_lookup,membw_saturator,structured,cross_socket,THERMAL,0.0,0.0075,0.12253954867291345,0.4247415213986031
kv_lookup,membw_saturator,structured,cross_socket,OS_FAULTS,0.0,0.0025000000000000005,0.12253954867291345,0.4247415213986031
kv_lookup,membw_saturator,adversarial,same_core,LLC,0.6641298081968192,0.24,1.2995409134871803,0.6
kv_lookup,membw_saturator,adversarial,same_core,MEM_BW,0.2995403473871168,0.1425,1.2995409134871803,0.6
kv_lookup,membw_saturator,adversarial,same_core,TLB,0.03631576504989635,0.0525,1.2995409134871803,0.6
kv_lookup,membw_saturator,adversarial,same_core,PREFETCH,0.09995104093538144,0.08000000000000002,1.2995409134871803,0.6
kv_lookup,membw_saturator,adversarial,same_core,NUMA,0.019499923728296252,0.03,1.2995409134871803,0.6
kv_lookup,membw_saturator,adversarial,same_core,THERMAL,0.0,0.0075,1.2995409134871803,0.6
kv_lookup,membw_saturator,adversarial,same_core,OS_FAULTS,0.0,0.0025000000000000005,1.2995409134871803,0.6
kv_lookup,membw_saturator,adversarial,same_numa,LLC,0.2911434106723762,0.24,0.593542833617838,0.6
kv_lookup,membw_saturator,adversarial,same_numa,MEM_BW,0.1577238331121984,0.1425,0.593542833617838,0.6
