n_probes,repeat,strategy,reconstruction_error_l1,reconstruction_error_l2,ranking_ndcg_k3,ranking_ndcg_k5,jaccard_k3,precision_k3,recall_k3,kendall_tau
8,686,dpp,1054248.9887208873,3654225.1971595665,1.0,0.9984926979944373,1.0,1.0,1.0,0.8
8,687,random,7599069.578626927,14545873.19111448,0.6984103353091676,0.701370470123374,1.0,1.0,1.0,0.2
8,687,round_robin,5903059.601153478,12911840.484315295,0.7499443955479356,0.7521411581875056,1.0,1.0,1.0,0.4
8,687,ucb,64352.42014305694,103303.55665583628,1.0,1.0,1.0,1.0,1.0,1.0
8,687,dpp,6803908.493399954,14202452.871046517,0.23366171739784475,0.5301144429139804,0.5,0.6666666666666666,0.6666666666666666,-0.6
8,688,random,4041689.012527295,9154611.816010267,0.8903108200440205,0.9518991914864784,0.5,0.6666666666666666,0.6666666666666666,0.4
8,688,round_robin,2355110.598403135,6240425.601670829,0.9275615227969028,0.9838503996486292,0.5,0.6666666666666666,0.6666666666666666,0.4
8,688,ucb,31697.423382802775,50624.0343418935,1.0,1.0,1.0,1.0,1.0,1.0
8,688,dpp,3808724.727446869,11455967.813275386,0.37591625365400594,0.6702617678580383,0.5,0.6666666666666666,0.6666666666666666,0.0
8,689,random,2160337.92988099,5957154.318082903,0.9450174148354773,0.9924897575554545,0.5,0.6666666666666666,0.6666666666666666,0.8
8,689,round_robin,5878682.742902952,12911512.5018974,0.7499443955479356,0.7521411581875056,1.0,1.0,1.0,0.4
8,689,ucb,64153.056606302285,100827.61634634559,1.0,1.0,1.0,1.0,1.0,1.0
8,689,dpp,1066143.8568000186,3656670.891740223,1.0,0.9984926979944373,1.0,1.0,1.0,0.8
10,685,random,106048.40463148593,221703.5393532584,1.0,1.0,1.0,1.0,1.0,1.0
