drift_type,magnitude,repeat,naive_bias,irbs_bias,naive_rmse,irbs_rmse
combined,0.0,16,-14261.181854422728,-53408.733595214784,41908.90133773401,35561.63025216467
combined,0.0,17,-16796.787355300563,49597.9031391523,41908.90133773401,35561.63025216467
combined,0.0,18,16871.67334352524,-71506.46154855474,41908.90133773401,35561.63025216467
combined,0.0,19,-28451.067991690972,9537.895128910342,41908.90133773401,35561.63025216467
combined,0.05,0,-24579.816978786752,-36861.19783368989,50096.64746748078,33371.88063508282
combined,0.05,1,66050.00156424084,51566.04096695679,50096.64746748078,33371.88063508282
combined,0.05,2,67659.48438938882,-19984.071089578763,50096.64746748078,33371.88063508282
combined,0.05,3,-14280.483613699937,-25597.267766506237,50096.64746748078,33371.88063508282
combined,0.05,4,58757.84911604854,-15050.825231020019,50096.64746748078,33371.88063508282
combined,0.05,5,8683.930910230672,-68300.78400930669,50096.64746748078,33371.88063508282
combined,0.05,6,24184.092611569795,-30047.379282962094,50096.64746748078,33371.88063508282
combined,0.05,7,12086.873853789468,52947.648595603125,50096.64746748078,33371.88063508282
combined,0.05,8,-9253.131843783282,6214.868299540947,50096.64746748078,33371.88063508282
combined,0.05,9,982.1509815173631,-44660.678090404224,50096.64746748078,33371.88063508282
combined,0.05,10,-9505.654375079263,60906.079954142566,50096.64746748078,33371.88063508282
combined,0.05,11,18014.0933467453,-23700.432151498768,50096.64746748078,33371.88063508282
combined,0.05,12,17209.93397300021,-1863.6123279927415,50096.64746748078,33371.88063508282
combined,0.05,13,66445.48254255208,-4494.267433754896,50096.64746748078,33371.88063508282
combined,0.05,14,-52177.65419932679,-3863.477734383312,50096.64746748078,33371.88063508282
combined,0.05,15,-35048.969010298315,-18169.767801841517,50096.64746748078,33371.88063508282
combined,0.05,16,-4810.064745302661,2245.662507586647,50096.64746748078,33371.88063508282
combined,0.05,17,-42266.415985913656,38306.70302198187,50096.64746748078,33371.88063508282
combined,0.05,18,-49498.42561329095,-19028.18885914533,50096.64746748078,33371.88063508282
combined,0.05,19,150873.66429328272,-9783.609540191072,50096.64746748078,33371.88063508282
combined,0.1,0,-23416.619252170844,-9245.706682189018,43330.95947114041,33045.86978682788
combined,0.1,1,14313.560482662957,30643.036188317463,43330.95947114041,33045.86978682788
combined,0.1,2,-44700.38970992173,-25469.96191710775,43330.95947114041,33045.86978682788
combined,0.1,3,87114.71600153705,-30289.266064412222,43330.95947114041,33045.86978682788
combined,0.1,4,96377.87875273672,1626.8867017269658,43330.95947114041,33045.86978682788
combined,0.1,5,50205.03657297333,14515.228261530661,43330.95947114041,33045.86978682788
combined,0.1,6,-53074.13083195189,-17476.110761499876,43330.95947114041,33045.86978682788
combined,0.1,7,-44956.50922262823,5485.733460228919,43330.95947114041,33045.86978682788
combined,0.1,8,63692.53166199071,21778.563285741868,43330.95947114041,33045.86978682788
combined,0.1,9,4226.099667700357,-23500.653780267778,43330.95947114041,33045.86978682788
combined,0.1,10,4709.876766183355,-39233.91153284392,43330.95947114041,33045.86978682788
combined,0.1,11,-8966.21729824657,-58042.77580235044,43330.95947114041,33045.86978682788
combined,0.1,12,-7981.706088596489,50196.51712336909,43330.95947114041,33045.86978682788
combined,0.1,13,-15869.603397845232,-20430.890238509368,43330.95947114041,33045.86978682788
combined,0.1,14,-23362.471319164033,49780.27639020744,43330.95947114041,33045.86978682788
combined,0.1,15,-25394.313824403973,10712.345865216252,43330.95947114041,33045.86978682788
combined,0.1,16,-28459.433448765107,-4352.023234272172,43330.95947114041,33045.86978682788
combined,0.1,17,59841.273201519594,-30262.174221702997,43330.95947114041,33045.86978682788
combined,0.1,18,15648.795216705883,68822.91428550781,43330.95947114041,33045.86978682788
combined,0.1,19,15643.823590957298,-39559.848618719814,43330.95947114041,33045.86978682788
combined,0.15,0,12961.997865824553,49275.40478487889,37496.965934281296,33970.685408762954
combined,0.15,1,-20448.672051917965,81199.93006252853,37496.965934281296,33970.685408762954
combined,0.15,2,25597.522129368153,-70490.76316796291,37496.965934281296,33970.685408762954
combined,0.15,3,-11724.845576373045,32399.669651366858,37496.965934281296,33970.685408762954
combined,0.15,4,25995.39792183228,-42500.96199802647,37496.965934281296,33970.685408762954
combined,0.15,5,-37137.50056499732,2806.7297191648395,37496.965934281296,33970.685408762954
combined,0.15,6,46374.318289698946,9844.887347568088,37496.965934281296,33970.685408762954
combined,0.15,7,9767.996129220788,-22273.346385889046,37496.965934281296,33970.685408762954
combined,0.15,8,-61483.57871261184,-16641.284130080487,37496.965934281296,33970.685408762954
combined,0.15,9,-30915.70077377226,-22940.335039450933,37496.965934281296,33970.685408762954
combined,0.15,10,18674.328239871014,-18493.391695966944,37496.965934281296,33970.685408762954
combined,0.15,11,-4363.493845950201,-28669.476648436597,37496.965934281296,33970.685408762954
combined,0.15,12,20830.71680203546,14230.034236852021,37496.965934281296,33970.685408762954
combined,0.15,13,-32849.29711986979,13147.244890519272,37496.965934281296,33970.685408762954
combined,0.15,14,33192.40520768464,19205.5093516598,37496.965934281296,33970.685408762954
combined,0.15,15,-11663.664125916926,12586.040420153673,37496.965934281296,33970.685408762954
combined,0.15,16,91223.81928974681,-23797.47330002734,37496.965934281296,33970.685408762954
combined,0.15,17,-26796.18629539819,15645.290104270389,37496.965934281296,33970.685408762954
combined,0.15,18,31645.65789937557,-44152.97201484925,37496.965934281296,33970.685408762954
combined,0.15,19,67415.2398314923,1554.4104167640035,37496.965934281296,33970.685408762954
combined,0.2,0,20869.840916888992,-21608.279559097515,59309.22764634386,27907.426080019748
combined,0.2,1,-44732.78292624248,16027.6766882347,59309.22764634386,27907.426080019748
combined,0.2,2,-59748.46779734657,-24527.313845154917,59309.22764634386,27907.426080019748
combined,0.2,3,-46643.41737866611,28453.99690239379,59309.22764634386,27907.426080019748
combined,0.2,4,-35405.12100323444,5409.159706221049,59309.22764634386,27907.426080019748
combined,0.2,5,-7715.633342682966,41677.35831110581,59309.22764634386,27907.426080019748
combined,0.2,6,-3134.1542848575627,22133.83853876125,59309.22764634386,27907.426080019748
combined,0.2,7,1013.4449463105411,35458.365133510786,59309.22764634386,27907.426080019748
combined,0.2,8,29703.049906087428,-14434.139006389945,59309.22764634386,27907.426080019748
combined,0.2,9,209331.8328816325,-18898.653474315157,59309.22764634386,27907.426080019748
combined,0.2,10,-27704.16906745758,-24323.019792320294,59309.22764634386,27907.426080019748
combined,0.2,11,11340.661885887152,-24966.340340317256,59309.22764634386,27907.426080019748
combined,0.2,12,-9935.091901839653,-23130.421564571123,59309.22764634386,27907.426080019748
combined,0.2,13,16287.493916532781,-17261.32711984546,59309.22764634386,27907.426080019748
combined,0.2,14,-30926.750347012276,13590.913540651993,59309.22764634386,27907.426080019748
combined,0.2,15,25090.75051935113,37960.42943638691,59309.22764634386,27907.426080019748
combined,0.2,16,109172.21789459867,-32593.98447224422,59309.22764634386,27907.426080019748
combined,0.2,17,-17003.092855762545,-34488.02431578783,59309.22764634386,27907.426080019748
combined,0.2,18,12253.24913028651,-16274.265724561905,59309.22764634386,27907.426080019748
combined,0.2,19,-30654.339861244167,56322.73496900566,59309.22764634386,27907.426080019748
combined,0.3,0,-6974.26359960335,61351.13749357665,40833.94095942115,60864.05665991344
combined,0.3,1,45194.1200174448,38473.43257011665,40833.94095942115,60864.05665991344
combined,0.3,2,-36834.51232393886,-56577.4113712698,40833.94095942115,60864.05665991344
combined,0.3,3,21674.255437463173,2400.87540719111,40833.94095942115,60864.05665991344
combined,0.3,4,-34810.31115731568,11881.159787588287,40833.94095942115,60864.05665991344
combined,0.3,5,-10668.439315728523,37793.43737406758,40833.94095942115,60864.05665991344
combined,0.3,6,95226.30583216436,-25266.89720302666,40833.94095942115,60864.05665991344
combined,0.3,7,13718.165874464554,-6715.622732696356,40833.94095942115,60864.05665991344
combined,0.3,8,-44942.55146707359,6418.389987075236,40833.94095942115,60864.05665991344
combined,0.3,9,-21840.2360163774,14790.092227852088,40833.94095942115,60864.05665991344
combined,0.3,10,3946.763973187015,-1341.7217346875404,40833.94095942115,60864.05665991344
combined,0.3,11,14429.418147221208,-25564.786030538293,40833.94095942115,60864.05665991344
combined,0.3,12,14450.702621308737,29751.937102835625,40833.94095942115,60864.05665991344
combined,0.3,13,-7788.355138882151,64410.25196644731,40833.94095942115,60864.05665991344
combined,0.3,14,56121.86378259651,87999.51745630533,40833.94095942115,60864.05665991344
combined,0.3,15,-61224.8639033958,201790.4876963828,40833.94095942115,60864.05665991344
combined,0.3,16,14954.720094275632,24655.092453813675,40833.94095942115,60864.05665991344
combined,0.3,17,53963.3534917254,-15709.26101030226,40833.94095942115,60864.05665991344
combined,0.3,18,75430.77049355544,2732.6529809070635,40833.94095942115,60864.05665991344
combined,0.3,19,11617.633219219919,90056.17309246102,40833.94095942115,60864.05665991344
